dataset,model_name,split_type,pred_length,mean_precision,std_precision,mean_recall,std_recall,mean_f1_score,std_f1_score,mean_f05_score,std_f05_score,mean_f2_score,std_f2_score,mean_hit_score,std_hit_score
tafeng,clf,split_20,6,0.1621646453509739,0.32211666029548014,0.06792583001130796,0.16682757650252816,0.081938152159276,0.1750536605055689,0.12896891849336944,0.2598864193969526,0.042519110952727375,0.09705094744345193,0.24586549062844543,0.43083674887718776
tafeng,clf,split_20,7,0.161770882553683,0.32157918897260507,0.06806364699035979,0.16682303220332553,0.08192220528142259,0.17482639817172807,0.12879805440435255,0.25949229526426,0.042558986458811315,0.0969670437471306,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,8,0.16188901139287024,0.3216969609629645,0.06824127227728818,0.1669531198866891,0.08207723722575411,0.17495319971424558,0.1289790392942105,0.25968077749164736,0.04265618030274088,0.09703318068755262,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,9,0.16184307239985302,0.32171976954859516,0.06828064855701728,0.16699180999042862,0.08208122239192811,0.17496993685335968,0.1289650268784532,0.25973235990104915,0.042667523320035323,0.09703729457801415,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,10,0.161843072399853,0.3217638161744355,0.06832002483674637,0.1670389103151383,0.08210404072844689,0.1750256777032024,0.12898967916695203,0.2598305453113718,0.042682889167043464,0.09705460110475969,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,11,0.16174284186963347,0.32161181774876163,0.06832002483674637,0.1670389103151383,0.08207113682506194,0.1749796458566444,0.12892138483508678,0.25972489835562385,0.042671702431869366,0.09703394429186032,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,12,0.16175119441381844,0.321656161536181,0.06835940111647545,0.16709441374883635,0.08209657995965612,0.1750483571076967,0.12894853905768,0.2598200881856798,0.04268789149066522,0.0970602238955379,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,13,0.1617582619512057,0.32169567770901786,0.06839877739620455,0.16715831192099104,0.08212204743010358,0.17512565590579715,0.12897388654139225,0.2599143513961964,0.042704284987858776,0.09709323399949144,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,14,0.16168556728093664,0.32158681551562396,0.06839877739620455,0.16715831192099104,0.08209482990277926,0.1750842965198708,0.12891875974977152,0.2598181063151905,0.042694581224210604,0.09707637828210999,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,15,0.16167506693967554,0.32158758645651697,0.06839877739620455,0.16715831192099104,0.0820819347468446,0.17507439501641087,0.12890497805186635,0.25981466324585906,0.042687468089807924,0.09706507493601808,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,16,0.16166587914107208,0.32158851611807976,0.06839877739620455,0.16715831192099104,0.0820703291065034,0.17506621977335796,0.1288928177301853,0.25981217584477934,0.042680799526305414,0.09705490628682317,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,17,0.1616577722599514,0.3215895341214742,0.06839877739620455,0.16715831192099104,0.0820598287652423,0.1750594241160641,0.1288820085553577,0.25981039817789153,0.042674535118166705,0.09704573154834008,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,18,0.16165056614339965,0.32159059461997935,0.06839877739620455,0.16715831192099104,0.0820502830004595,0.17505374174921648,0.12887233718840668,0.2598091533657575,0.042668639204624374,0.09703743077745355,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,19,0.16164411856543232,0.3215916676262784,0.06839877739620455,0.16715831192099104,0.08204156730217954,0.17504896568064665,0.1288636329581508,0.25980831221745915,0.042663080200427334,0.09702990130539285,0.24696802646085997,0.4314859100689642
tafeng,clf,split_20,20,0.16163831574526172,0.32159273357336304,0.06839877739620455,0.16715831192099104,0.08203357791208958,0.1750449332759177,0.12885575770220498,0.2598077790849712,0.042657830029796784,0.0970230548590507,0.24696802646085997,0.4314859100689642
tafeng,clf,split_30,2,0.16108786610878661,0.31676653049556414,0.061088159223585646,0.1590364234674312,0.07720759209120745,0.17063055344405129,0.1247626749555865,0.25463480946330946,0.039205396770124884,0.09469234404119994,0.2308228730822873,0.42150631174068526
tafeng,clf,split_30,3,0.15504416550441655,0.297472830507168,0.06749853542180553,0.16354678914164572,0.08078926808897943,0.16601024388893693,0.12606473143509306,0.24371744752145547,0.042228447544680546,0.09408249861679883,0.25592747559274753,0.4365334934440149
tafeng,clf,split_30,4,0.152138540213854,0.29041923803537856,0.0718619344205921,0.16821301095951696,0.08283796274912669,0.16482148508588906,0.1265298448723237,0.2393486909254396,0.04416702412455745,0.09479362710902499,0.26778242677824265,0.4429580420516787
tafeng,clf,split_30,5,0.149209669920967,0.28700593622895065,0.0737206239214826,0.17123293648116525,0.08293588424247969,0.16410671754853437,0.12526741466798627,0.23705733430610743,0.04476738247018343,0.09524830433118814,0.2705718270571827,0.4444102163609806
