model_name,split_type,max_days,pred_length,avg_f1_score,avg_precision,avg_recall,avg_hit_score
clf,30,0,12.0,0.2806861887451563,0.326830808080808,0.2574484675226503,0.9825757575757575
clf,30,0,13.0,0.2852113776286128,0.3182400932400933,0.2710538226824756,0.9848484848484848
clf,30,0,14.0,0.2915130401474957,0.3127164502164501,0.2870130146591257,0.987878787878788
clf,30,0,15.0,0.295972839607789,0.3064646464646464,0.3014801768457613,0.9901515151515152
clf,30,0,16.0,0.3005859813149526,0.3018465909090909,0.3160117781262079,0.9924242424242424
clf,30,0,17.0,0.3033544934130211,0.2961675579322638,0.3288059754411006,0.9931818181818182
clf,30,0,18.0,0.3061303153435433,0.2910353535353535,0.3419838517285439,0.9946969696969696
clf,30,0,19.0,0.3075791920083403,0.2855263157894736,0.3536152430829093,0.9954545454545456
clf,30,0,20.0,0.3087257644972777,0.2803030303030303,0.3650051303548653,0.9962121212121212
clf,30,1,2.0,0.1212290762842973,0.5139072119613016,0.0693827976614679,0.7509894459102903
clf,30,1,3.0,0.1585963173820239,0.4783970976253298,0.0963758900077623,0.8381706244503079
clf,30,1,4.0,0.188680439910413,0.4526715039577836,0.1212856452751469,0.8892919964819701
clf,30,1,5.0,0.2121787854814139,0.4304639401934916,0.1437772273513008,0.9217238346525946
clf,30,1,6.0,0.2320339871599036,0.4132768982703019,0.1652576551395798,0.9423922603342128
clf,30,1,7.0,0.2479478481117228,0.3975609373036813,0.1851367084996605,0.9580035180299032
clf,30,1,8.0,0.2611768719170503,0.3840012093227792,0.2039267707754222,0.9672383465259454
clf,30,1,9.0,0.2722450082882316,0.3719156161438483,0.2218377116463257,0.9737247141600704
clf,30,1,10.0,0.2814964650008051,0.3610378188214599,0.2389084803265001,0.9793315743183816
clf,30,1,11.0,0.289823198430943,0.3518199808107459,0.2557888420199819,0.9839489885664028
clf,30,1,12.0,0.2966166763833192,0.3431673262972735,0.2717036320649094,0.9866974494283202
clf,30,1,13.0,0.3021953518761687,0.3349409715174887,0.2869365041280282,0.988236587510994
clf,30,1,14.0,0.3068055763478898,0.327190915944214,0.3016107492593371,0.9897757255936676
clf,30,1,15.0,0.3102273901993092,0.3196240105540897,0.315308399215623,0.9913148636763413
clf,30,1,16.0,0.3132064512140565,0.3127720976253298,0.3287185507358373,0.9921943711521548
clf,30,1,17.0,0.315698985882546,0.3063706089295876,0.3418355046915355,0.9931838170624452
clf,30,1,18.0,0.3178609683355181,0.3004748909238277,0.3547475372687257,0.9945030782761654
clf,30,1,19.0,0.3196676558932956,0.294985684177851,0.3673499893659214,0.996042216358839
clf,30,1,20.0,0.3211612832693571,0.2898090304723473,0.3797396754426614,0.9967018469656992
clf,30,2,2.0,0.1233011712359686,0.5311222171740119,0.0703870755915452,0.769195820081781
clf,30,2,3.0,0.1623871050546974,0.4969256398606694,0.0983309817688209,0.8539754656974102
clf,30,2,4.0,0.193994325764931,0.4717628350749659,0.1241529813234101,0.901317582916856
clf,30,2,5.0,0.2192705656023869,0.4504497955474785,0.1478083667518294,0.9300318037255793
clf,30,2,6.0,0.2392623993608789,0.4310767832803271,0.1694294340753613,0.9482962289868242
clf,30,2,7.0,0.2561278938160988,0.4152008827156487,0.1900378372897883,0.9625624716038164
clf,30,2,8.0,0.2697249882670554,0.4008291685597456,0.2091458376246394,0.97228532485234
clf,30,2,9.0,0.280893903537014,0.3877530415467717,0.2271611276193329,0.9777373920945024
clf,30,2,10.0,0.2909260936739389,0.376792367105861,0.2449864663662466,0.9830077237619264
clf,30,2,11.0,0.2995352036022694,0.3670166453265044,0.2621938603978143,0.9861880963198546
clf,30,2,12.0,0.3068317796085005,0.3580840664711632,0.2787039128329642,0.989186733303044
clf,30,2,13.0,0.3120949971750607,0.3489040900035902,0.2937025732577225,0.9913675601999092
clf,30,2,14.0,0.3167385351524249,0.3406266337025082,0.3084876950100935,0.9927305770104498
clf,30,2,15.0,0.3207825241815975,0.333146483987011,0.3229363286061391,0.9940935938209904
clf,30,2,16.0,0.3244462524539784,0.3265525115502398,0.3371473372234567,0.9941844616083598
clf,30,2,17.0,0.3273041444697255,0.3200514558803571,0.3508012136723976,0.9950931394820536
clf,30,2,18.0,0.3291931521748333,0.313481952416394,0.3635601998892127,0.9960926851431168
clf,30,2,19.0,0.3309568854492247,0.3075991931177232,0.3762665609839124,0.9970013630168104
clf,30,2,20.0,0.3323122681426686,0.3020230196080745,0.3885653217841819,0.9971830985915492
clf,40,0,2.0,0.1086968694610126,0.4613423959218352,0.0623171790981188,0.7009345794392523
clf,40,0,3.0,0.1425715626526728,0.4333050127442651,0.0867260899900429,0.7986406117247239
clf,40,0,4.0,0.1733061542649453,0.4182242990654206,0.1115927377074435,0.8615123194562447
clf,40,0,5.0,0.1953284876641436,0.3991503823279524,0.132554440465422,0.8997451146983857
clf,40,0,6.0,0.2144244067888817,0.3845935995468705,0.1529933781195396,0.91928632115548
clf,40,0,7.0,0.2306465764938935,0.3721325403568393,0.1725440555316985,0.9464740866610024
clf,40,0,8.0,0.2438303243815301,0.360768903993203,0.190745494683634,0.963466440101954
clf,40,0,9.0,0.2544660774860857,0.3498536769564807,0.2076569840217252,0.97196261682243
clf,40,0,10.0,0.2654632237506238,0.3423959218351741,0.2257511460317481,0.9796091758708582
clf,40,0,11.0,0.273490478412885,0.3341314590252568,0.241632747428266,0.9821580288870008
clf,40,0,12.0,0.2800562983700315,0.3261115831209289,0.256680012927499,0.9847068819031436
clf,40,0,13.0,0.2870934031872952,0.3199137311286844,0.2729849679826567,0.9906542056074766
clf,40,0,14.0,0.2921182276155422,0.3132054861026823,0.2875304998659694,0.9906542056074766
clf,40,0,15.0,0.2964568856530353,0.3068819031435854,0.3017695842314605,0.9932030586236194
clf,40,0,16.0,0.299903545139286,0.3009770603228547,0.3151722595499402,0.995751911639762
clf,40,0,17.0,0.3033423450456722,0.2957669048927982,0.3289133832079171,0.995751911639762
clf,40,0,18.0,0.3069397754964016,0.2915132634758803,0.3429568883907053,0.9966015293118096
clf,40,0,19.0,0.3091325489275065,0.2865894557975226,0.3555819083144049,0.9983007646559048
clf,40,0,20.0,0.310095539893842,0.2813084112149532,0.3666279592117539,0.9991503823279524
clf,40,1,2.0,0.1201909694882488,0.5090312931431201,0.068799875863565,0.7448228255867464
clf,40,1,3.0,0.1578379234852963,0.4754180088970701,0.095949369238703,0.8378969167050161
clf,40,1,4.0,0.1874167317169882,0.4488897837091578,0.1205410396367257,0.8889783709157846
clf,40,1,5.0,0.2111143422373946,0.4276115968706857,0.1431587599170884,0.9219972388403128
clf,40,1,6.0,0.2309599585309096,0.4106074551311551,0.1646387420910985,0.943741371375978
clf,40,1,7.0,0.2472374165031727,0.3959305765564394,0.1847363648149307,0.9592728946157386
clf,40,1,8.0,0.2606951392269382,0.3829527151403589,0.2036876327669045,0.968131615278417
clf,40,1,9.0,0.2718228558122895,0.3709541340696426,0.221659388350281,0.975379659456972
clf,40,1,10.0,0.2817097331867987,0.3609526000920386,0.2392957172524591,0.9809019788311092
clf,40,1,11.0,0.2898135931472717,0.3514757561812324,0.2560005812500566,0.9840082834790612
clf,40,1,12.0,0.2964620543372147,0.3425429513729099,0.2718815850878059,0.9869995398067188
clf,40,1,13.0,0.30203224127027,0.3344534319798931,0.2870768848634037,0.9902208927749656
clf,40,1,14.0,0.30654127008542,0.3266895667608966,0.301628360790956,0.9911412793373215
clf,40,1,15.0,0.3106390544344296,0.3197384568185304,0.3161041014041098,0.9928670041417396
clf,40,1,16.0,0.3134440432044694,0.3126380579843534,0.3294550624084746,0.9936723423838012
clf,40,1,17.0,0.3154845839374282,0.3058315963292818,0.3420778415742583,0.9944776806258628
clf,40,1,18.0,0.3178517024522792,0.3001991163085881,0.3551636227106716,0.9953980671882192
clf,40,1,19.0,0.3196337678669329,0.2946993356404736,0.3677952885642326,0.9965485503911644
clf,40,1,20.0,0.3206629420063056,0.2891685390216832,0.3795775960477599,0.997353888633226
clf,40,2,2.0,0.1232313143417762,0.5293479286590544,0.070382157455303,0.7652165707275644
clf,40,2,3.0,0.1631239837957678,0.4974049259224308,0.0988641702889525,0.854204020005662
clf,40,2,4.0,0.194836572661181,0.4722798905350571,0.1248231348097538,0.903085778994055
clf,40,2,5.0,0.2196736845157256,0.4498254222893272,0.1482761543368708,0.9311125790318014
clf,40,2,6.0,0.2393022019906008,0.4298700890189046,0.169699215464037,0.9477210531282438
clf,40,2,7.0,0.2567261862334457,0.4151579287938634,0.1907274431950741,0.9610267056714163
clf,40,2,8.0,0.2701142151916819,0.4005025007077474,0.2097025752479531,0.9704633386807588
clf,40,2,9.0,0.281283964143577,0.3875205771025343,0.2277567301998002,0.9764084174766444
clf,40,2,10.0,0.2911876540625289,0.3765310937057657,0.245490708363415,0.9825422289327168
clf,40,2,11.0,0.2996571414934502,0.3666157660401314,0.2626114910281936,0.9862225158063604
clf,40,2,12.0,0.306514382072064,0.3572298906780364,0.2787540512293747,0.9891478720392564
clf,40,2,13.0,0.3120983748419499,0.3484532170669757,0.2940925058190571,0.9906577333207512
clf,40,2,14.0,0.3167615926582534,0.340323713278323,0.3088438696640067,0.9926394262527132
clf,40,2,15.0,0.3207822191993327,0.3328027167698772,0.3233226517453699,0.9941492875342078
clf,40,2,16.0,0.323953052311389,0.3256403123157865,0.3371326263506599,0.9949985845050486
clf,40,2,17.0,0.3265533482376345,0.318948629320044,0.3505041097773947,0.9953760498254224
clf,40,2,18.0,0.328465057255331,0.3124413615706934,0.3632769020195071,0.9963197131263564
clf,40,2,19.0,0.3302958787075354,0.3066737025123811,0.3760423134264115,0.9974521090874776
clf,40,2,20.0,0.3317479964388627,0.301194992053115,0.3884935434488545,0.9979239407379448
clf,50,0,2.0,0.1074400688342097,0.4605647517039922,0.0614938987790091,0.7000973709834469
clf,50,0,3.0,0.1418956222065845,0.4339500162284972,0.086153497298193,0.801363193768257
clf,50,0,4.0,0.1724800552996389,0.4191820837390457,0.1107897851935139,0.8607594936708861
clf,50,0,5.0,0.1942883696687846,0.3996105160662122,0.1314591044561682,0.8987341772151899
clf,50,0,6.0,0.2145380831656659,0.387374229146381,0.1525347679046787,0.9191820837390458
clf,50,0,7.0,0.2299028649527463,0.3727917651968284,0.1714120201370036,0.9415774099318404
clf,50,0,8.0,0.242405553993467,0.3602726387536514,0.1889941526395089,0.9591041869522884
clf,50,0,9.0,0.2546100859692084,0.3511846802986043,0.2071781014582824,0.9688412852969815
clf,50,0,10.0,0.266098699706431,0.3438169425511198,0.2257824985470657,0.9785783836416748
clf,50,0,11.0,0.2738472759633538,0.3350447021333096,0.2414659920271696,0.982473222979552
clf,50,0,12.0,0.2815715928830521,0.3283024991885751,0.2575970343884511,0.98539435248296
clf,50,0,13.0,0.2870682846452134,0.3205752378099019,0.2723554787092253,0.9873417721518988
clf,50,0,14.0,0.2921418704149471,0.3137432188065099,0.2869958746988584,0.988315481986368
clf,50,0,15.0,0.2966464179153258,0.307627393703343,0.3013914143123313,0.9902629016553068
clf,50,0,16.0,0.2998810418017731,0.3013023369036027,0.314651563020039,0.994157740993184
clf,50,0,17.0,0.3027622756671624,0.2955495732859843,0.3277205804631276,0.9951314508276532
clf,50,0,18.0,0.305281166137449,0.2901655306718598,0.3406667650888516,0.9961051606621228
clf,50,0,19.0,0.307268855336159,0.285143237841439,0.3529333932840328,0.9961051606621228
clf,50,0,20.0,0.3090482595889199,0.2805744888023369,0.364925506989992,0.9980525803310614
clf,50,1,2.0,0.1205324451076966,0.5083189548927779,0.0690254909629918,0.7464875523786049
clf,50,1,3.0,0.1586426363018003,0.4764604387478431,0.0964708139008913,0.8364555089967957
clf,50,1,4.0,0.1888554310493891,0.4511646536849889,0.1215200381786439,0.8905595267438995
clf,50,1,5.0,0.2122192281058785,0.4290855311806754,0.1439454866955826,0.9208774956864678
clf,50,1,6.0,0.2320003599753043,0.4119217812833785,0.1654166593531756,0.9397337934434312
clf,50,1,7.0,0.247964871573153,0.3965104405084685,0.1853435254637205,0.956001971900419
clf,50,1,8.0,0.2618711433634911,0.3837965245255114,0.2047588879175952,0.9662312053241312
clf,50,1,9.0,0.2726333109577777,0.3712513351409087,0.2225227961458021,0.9739955632240572
clf,50,1,10.0,0.2823096716484471,0.3608084791718018,0.2400984038450044,0.9790485580478184
clf,50,1,11.0,0.2901655939407386,0.3510654984650547,0.2566406947636084,0.98410155287158
clf,50,1,12.0,0.2965665573288171,0.3419090460931723,0.2723240431964525,0.9874291348286912
clf,50,1,13.0,0.3018111183603056,0.3332416905253976,0.2874605501935711,0.9901404979048558
clf,50,1,14.0,0.3066767376253613,0.3259885911475755,0.3023835475215359,0.991865910771506
clf,50,1,15.0,0.31086844172828,0.3192424615890231,0.316969771142698,0.9930983485333992
clf,50,1,16.0,0.3136313307736477,0.3121179442938132,0.3303219286306222,0.994330786295292
clf,50,1,17.0,0.316375265608584,0.3059620989140048,0.3438290008893843,0.9955632240571852
clf,50,1,18.0,0.3181297027928154,0.2997326496123056,0.3563612616325367,0.9964259304905102
clf,50,1,19.0,0.319602153647174,0.293983795923569,0.3686847711057205,0.997165393147646
clf,50,1,20.0,0.3211991596844447,0.2889269091910859,0.3813013269134697,0.9976583682524032
clf,50,2,2.0,0.1249651733134736,0.5361284567350579,0.071374760026004,0.7720289424125285
clf,50,2,3.0,0.1639276633084187,0.4994878911025208,0.0993493141531096,0.8528099910793934
clf,50,2,4.0,0.1948441789892232,0.4718505302805035,0.1248418902641173,0.9021706809396371
clf,50,2,5.0,0.2204190981411976,0.4511646347507186,0.1487791265251167,0.9333928040440084
clf,50,2,6.0,0.2402890005858236,0.4313443684540919,0.1704108393867128,0.9504410744375064
clf,50,2,7.0,0.2569384066071947,0.4152754768276623,0.1908943236852839,0.9645158092972544
clf,50,2,8.0,0.2707727271821292,0.4010432153830905,0.2103035095149069,0.9729408266428784
clf,50,2,9.0,0.2829427875240329,0.3893459323135207,0.229213525855108,0.9796808405193776
clf,50,2,10.0,0.2929942085544811,0.3783526613143027,0.2471664440820374,0.984438497373377
clf,50,2,11.0,0.3008801229931516,0.3676010776813631,0.2638651241744589,0.9880067400138764
clf,50,2,12.0,0.3075842776116204,0.358096276472726,0.2798946234656124,0.9906829219942512
clf,50,2,13.0,0.3134878770982008,0.3495810364677447,0.2956218253974218,0.992665279016751
clf,50,2,14.0,0.3179983953760583,0.3411353241861716,0.3103786934799484,0.9945485181881256
clf,50,2,15.0,0.3221072820899302,0.3336533423955369,0.3250488932710866,0.9956388145505004
clf,50,2,16.0,0.3249581373153533,0.3262046358834941,0.338560430730516,0.9967291109128754
clf,50,2,17.0,0.3272730226720595,0.3191774717618239,0.3517164359568339,0.9973238180196252
clf,50,2,18.0,0.3294581297293478,0.3129660864246581,0.3648254149081369,0.9977202894241252
clf,50,2,19.0,0.331022328126751,0.3068972916803386,0.3774012331551409,0.9982158786797504
clf,50,2,20.0,0.3324526190382727,0.3013808615923324,0.3898963579435279,0.9984141143820002
clf,60,0,2.0,0.1072123954322387,0.4593639575971731,0.0613369795324596,0.696113074204947
clf,60,0,3.0,0.14197559569484,0.4334511189634865,0.0861810002692398,0.7938751472320377
clf,60,0,4.0,0.1704005305725807,0.4140164899882214,0.1093691743033394,0.8586572438162544
clf,60,0,5.0,0.191374861773873,0.3936395759717315,0.1293505563742354,0.8963486454652533
clf,60,0,6.0,0.209291404136615,0.3776992540243423,0.1486290924459894,0.9163722025912838
clf,60,0,7.0,0.2269838384483262,0.3676594312636715,0.1691122443512717,0.939929328621908
clf,60,0,8.0,0.2410826716899038,0.3582155477031802,0.1876678724039423,0.9599528857479388
clf,60,0,9.0,0.254648517215258,0.3510011778563015,0.2069354233261547,0.9693757361601884
clf,60,0,10.0,0.2649052838216058,0.3424028268551237,0.2242679365734347,0.9776207302709068
clf,60,0,11.0,0.272806422250751,0.3335474890245207,0.2401396073209354,0.9799764428739692
clf,60,0,12.0,0.2810531643464914,0.3273458971338829,0.256725344725499,0.9858657243816256
