model_name,split_type,max_days,pred_length,avg_f1_score,avg_precision,avg_recall,avg_hit_score,avg_training_time_seconds,avg_pred_time_seconds
top,10,2,2,0.028892947393447783,0.052930056710775046,0.02327417200526841,0.0888468809073724,0.0041270000000000005,1.7920604914933839e-06
top,10,2,3,0.034415213201491414,0.05229993698802772,0.03262824114443356,0.11153119092627599,0.0041270000000000005,1.5784499054820417e-06
top,10,2,4,0.03485139064275401,0.04946439823566477,0.03631132554585445,0.11720226843100189,0.0041270000000000005,1.4858223062381853e-06
top,10,2,5,0.035768706324810086,0.04984247006931317,0.03818260500199459,0.1266540642722117,0.0041270000000000005,1.391304347826087e-06
top,10,2,6,0.037508207938270456,0.05072463768115941,0.04223981905448274,0.13988657844990549,0.0041270000000000005,1.3629489603024575e-06
top,10,2,7,0.03799816635381469,0.05085966333603384,0.04396356474798269,0.14744801512287334,0.0041270000000000005,1.3553875236294898e-06
top,10,2,8,0.03844997794982031,0.05099468899090827,0.04517564504323879,0.15311909262759923,0.0041270000000000005,1.383742911153119e-06
top,10,2,9,0.038527596652625756,0.05083715906022144,0.045721373731689594,0.15311909262759923,0.0041270000000000005,1.3553875236294898e-06
top,10,2,10,0.039277105470134833,0.05121523089386983,0.04737228740528758,0.15879017013232513,0.0041270000000000005,1.3629489603024575e-06
top,10,2,11,0.03924758122730433,0.051026194977045636,0.04782597360566565,0.16068052930056712,0.0041270000000000005,1.3686200378071835e-06
top,10,2,12,0.03923592506211813,0.050868665046358806,0.04814103346703931,0.16068052930056712,0.0041270000000000005,1.347826086956522e-06
top,10,2,13,0.03920144077675046,0.050832311985431075,0.048259180915054434,0.16068052930056712,0.0041270000000000005,1.342155009451796e-06
top,10,2,14,0.039471503218682875,0.05097772422914199,0.04936189042986225,0.16257088846880907,0.0041270000000000005,1.393194706994329e-06
top,10,2,15,0.03952372448815111,0.050977724229142,0.0496319417396111,0.16446124763705103,0.0041270000000000005,1.3667296786389414e-06
top,10,2,16,0.03980052741385609,0.05111950116676014,0.0516941517413296,0.166351606805293,0.0041270000000000005,1.3062381852551985e-06
top,10,2,17,0.0397280316662295,0.05105695251781096,0.0516941517413296,0.166351606805293,0.0041270000000000005,1.3213610586011341e-06
top,10,2,18,0.03983834754457669,0.05112490660555822,0.05200921160270326,0.16824196597353497,0.0041270000000000005,1.3251417769376182e-06
top,10,2,19,0.039788984874133265,0.051086215043635134,0.05200921160270326,0.16824196597353497,0.0041270000000000005,1.5274102079395087e-06
top,10,2,20,0.039758671061271726,0.051061341896684584,0.05200921160270326,0.16824196597353497,0.0041270000000000005,1.3534971644612477e-06
