model_name,split_type,max_days,pred_length,avg_f1_score,avg_precision,avg_recall,avg_hit_score,avg_training_time_seconds,avg_pred_time_seconds
top,30,0,8,0.24078658497314662,0.3546401515151515,0.18884141345283836,0.9628787878787879,0.10869463484848486,6.960606060606059e-06
top,30,0,9,0.2557039559452625,0.35008417508417505,0.20920379717292276,0.9742424242424242,0.10869463484848486,6.81969696969697e-06
top,30,0,10,0.2653356827159246,0.34136363636363637,0.2261203588386661,0.9765151515151516,0.10869463484848486,6.745454545454546e-06
top,30,0,11,0.2755675979228471,0.33505509641873277,0.2444117872550776,0.9825757575757575,0.10869463484848486,6.778030303030303e-06
top,30,0,12,0.2863582120486433,0.33162878787878786,0.2637243541134223,0.9871212121212121,0.10869463484848486,6.751515151515151e-06
top,30,0,13,0.2930918085122658,0.32558275058275055,0.27954371821028673,0.990909090909091,0.10869463484848486,6.712878787878788e-06
top,30,0,14,0.29907023256492826,0.31980519480519476,0.2951736497046653,0.990909090909091,0.10869463484848486,6.708333333333332e-06
top,30,0,15,0.30505134881814366,0.31499999999999995,0.3113358792449715,0.9924242424242424,0.10869463484848486,6.854545454545454e-06
top,30,0,16,0.31084697179382265,0.311032196969697,0.3277673411639957,0.9939393939393939,0.10869463484848486,6.677272727272726e-06
top,30,0,17,0.31519204025052755,0.3065508021390374,0.34286140286166433,0.996969696969697,0.10869463484848486,6.689393939393939e-06
top,30,0,18,0.31880085448920964,0.30210437710437715,0.35728466908240214,0.996969696969697,0.10869463484848486,6.753030303030303e-06
top,30,0,19,0.32268921028937686,0.2983253588516746,0.37268798681194154,0.9977272727272727,0.10869463484848486,6.652272727272727e-06
top,30,0,20,0.3257654797505504,0.2945833333333333,0.3870344317470656,0.9984848484848485,0.10869463484848486,6.784848484848484e-06
top,30,1,2,0.09478418820596873,0.4033641160949868,0.054267231910892375,0.6376429199648197,0.536657698109059,1.081145558487247e-05
top,30,1,3,0.12980895187693592,0.39281002638522433,0.07890857117018944,0.7658311345646438,0.536657698109059,7.672713280562883e-06
top,30,1,4,0.16030338103583533,0.3850868513632366,0.10313957026350015,0.8397097625329816,0.536657698109059,6.679969217238345e-06
top,30,1,5,0.18470135125390114,0.3746262093227793,0.12534809227571286,0.8876429199648197,0.536657698109059,6.298262972735268e-06
top,30,1,6,0.20702907542921212,0.36833040164174724,0.14773966285428958,0.9215039577836411,0.536657698109059,6.107080035180298e-06
top,30,1,7,0.22496891098883867,0.36017401683628586,0.16837152815651554,0.9431618293755497,0.536657698109059,5.983619173262971e-06
top,30,1,8,0.24032129728263807,0.3526962401055409,0.18814833871798953,0.9583333333333334,0.536657698109059,5.903803869832893e-06
top,30,1,9,0.2527332912199332,0.34460965748069966,0.20655089324455342,0.9699868073878628,0.536657698109059,5.879397537379068e-06
top,30,1,10,0.263416404159532,0.33730852389328647,0.22422296393073157,0.9772427440633246,0.536657698109059,5.838940193491645e-06
top,30,1,11,0.27275970175541486,0.3305752945017456,0.24146239136114225,0.9825197889182058,0.536657698109059,5.816182937554968e-06
top,30,1,12,0.2805203446004834,0.3239198548812665,0.2578645092605886,0.98636763412489,0.536657698109059,6.470756376429199e-06
top,30,1,13,0.28699780158313964,0.3173869748325553,0.2736098104827917,0.9893359718557607,0.536657698109059,5.805079155672822e-06
top,30,1,14,0.29261770966262424,0.3113476096243246,0.288853242039278,0.9909850483729111,0.536657698109059,5.787708883025506e-06
top,30,1,15,0.2977815056567826,0.3061208223394899,0.30391498787292026,0.9925241864555848,0.536657698109059,5.7690193491644675e-06
top,30,1,16,0.3028173166617904,0.30152218924069185,0.31939584672089366,0.9937335092348285,0.536657698109059,5.773636763412489e-06
top,30,1,17,0.30704951515198203,0.2971994261644851,0.3340792494057938,0.9956024626209323,0.536657698109059,5.762423043095866e-06
top,30,1,18,0.3107051225759536,0.29296140729818754,0.348502902068027,0.9957124010554089,0.536657698109059,5.751429199648197e-06
top,30,1,19,0.31376841779788556,0.28885703907772425,0.36238319195234103,0.9963720316622692,0.536657698109059,6.3501539138082666e-06
top,30,1,20,0.3162501329806162,0.2847343477848483,0.3758264977851594,0.9972515391380826,0.536657698109059,5.773087071240105e-06
top,30,2,2,0.09331917593154254,0.40371260683760685,0.05327787992051702,0.6378205128205128,0.5982791495726496,1.1229166666666667e-05
top,30,2,3,0.1284232352880651,0.39350367996201324,0.0778080302253016,0.760505698005698,0.5982791495726496,7.367966524216524e-06
top,30,2,4,0.1580562823135064,0.38470441595441596,0.10123521907758182,0.8397435897435898,0.5982791495726496,6.439102564102564e-06
top,30,2,5,0.18300029940070267,0.37584579772079774,0.12352731916640301,0.8889779202279202,0.5982791495726495,6.119836182336182e-06
top,30,2,6,0.204469532453553,0.36826329534662866,0.1450300323779511,0.9212072649572649,0.5982791495726495,5.955929487179487e-06
top,30,2,7,0.22345327185124572,0.3617300908967575,0.16615942047978974,0.9449786324786325,0.5982791495726495,5.8108974358974355e-06
top,30,2,8,0.23872583149286006,0.35403682929724595,0.18558871794927947,0.9589565527065527,0.5982791495726495,6.278935185185185e-06
top,30,2,9,0.25143301997525835,0.34645432692307687,0.20389053197765705,0.9681267806267806,0.5982791495726496,6.64494301994302e-06
top,30,2,10,0.26269420034073243,0.339679042022792,0.22182893245518512,0.9761396011396012,0.5982791495726495,5.651353276353276e-06
top,30,2,11,0.2724241724490436,0.3331481886169385,0.23922628468144824,0.9814814814814815,0.5982791495726495,5.6230413105413095e-06
top,30,2,12,0.28095485968059847,0.32709742996201324,0.2561635966723678,0.9846866096866097,0.5982791495726495,5.625089031339031e-06
top,30,2,13,0.28753212592709815,0.32062439504346557,0.27169067137777453,0.9880698005698005,0.5982791495726495,5.59179131054131e-06
top,30,2,14,0.29360777358584217,0.31483442290733954,0.28724737988468585,0.9904736467236467,0.5982791495726495,5.57647792022792e-06
top,30,2,15,0.29849537300001244,0.30921272978564646,0.30179887697083907,0.9917200854700855,0.5982791495726495,5.573539886039885e-06
top,30,2,16,0.30327634408965615,0.3043835215710216,0.31664393083161974,0.9935897435897436,0.5982791495726495,5.566417378917378e-06
top,30,2,17,0.3074948243841821,0.2997568378312863,0.33128803204822416,0.9942129629629629,0.5982791495726495,5.5542200854700855e-06
top,30,2,18,0.31076760063376085,0.295056797796279,0.3450359741947096,0.9952813390313391,0.5982791495726495,5.5625e-06
top,30,2,19,0.3138342075113349,0.2908171358446287,0.3587664232697974,0.9964387464387464,0.5982791495726495,6.1254451566951554e-06
top,30,2,20,0.3163066597262248,0.2866284456362017,0.3719629789311427,0.9967948717948718,0.5982791495726495,6.122596153846153e-06
top,40,0,2,0.09160412355154947,0.3920985556499575,0.05247216521781205,0.627017841971113,0.10582564570943076,1.4153780798640612e-05
top,40,0,3,0.1284044500861476,0.3888416879071085,0.07816205524670547,0.7680543755310111,0.10582564570943076,9.536108751062022e-06
top,40,0,4,0.15451619442789258,0.3731945624468989,0.09944775621509352,0.8377230246389125,0.10582564570943076,8.216652506372131e-06
top,40,0,5,0.18139278314595772,0.37009345794392523,0.1231494333856193,0.8980458793542906,0.10582564570943076,7.658453695836873e-06
top,40,0,6,0.20656788877752705,0.3691588785046729,0.1475580401222668,0.9303313508920985,0.10582564570943076,7.4519966015293116e-06
top,40,0,7,0.22359120949829145,0.359631023182425,0.16744198639141575,0.9558198810535259,0.10582564570943076,7.355140186915887e-06
top,40,0,8,0.24201108065379157,0.35609600679694137,0.18974924864880052,0.9694137638062872,0.10582564570943076,7.242990654205607e-06
top,40,0,9,0.25547693442149255,0.3492872651751156,0.2090370930884735,0.9770603228547153,0.10582564570943076,7.067119796091758e-06
top,40,0,10,0.2667792288112477,0.34239592183517414,0.22753636334597951,0.9787595581988106,0.10582564570943076,7.04248088360238e-06
top,40,0,11,0.2762840104700765,0.3354445045184212,0.24512392784686401,0.983857264231096,0.10582564570943076,6.970263381478334e-06
top,40,0,12,0.2863729379357391,0.33120928915321435,0.26380614776979305,0.9864061172472387,0.10582564570943076,6.972812234494476e-06
top,40,0,13,0.2936809002345122,0.3258610548330174,0.28016789793051056,0.9906542056074766,0.10582564570943076,6.977060322854716e-06
top,40,0,14,0.3003903322329638,0.3204879232916616,0.29679750138180855,0.9906542056074766,0.10582564570943076,6.950722175021241e-06
top,40,0,15,0.3069259192830473,0.31634097989238175,0.3134931379141022,0.9923534409515717,0.10582564570943076,6.908241291418861e-06
top,40,0,16,0.31202638109497555,0.3117034834324554,0.32924949439320633,0.994052676295667,0.10582564570943076,6.93372982158029e-06
top,40,0,17,0.3160660632014382,0.3068119346294167,0.34420814581652986,0.9966015293118097,0.10582564570943076,6.874256584536959e-06
top,40,0,18,0.31833290240138534,0.3010950627773058,0.3572163258542684,0.9966015293118097,0.10582564570943076,6.924384027187765e-06
top,40,0,19,0.32250407949624166,0.29750033537539683,0.3730451357328278,0.9974511469838573,0.10582564570943076,6.937128292268478e-06
top,40,0,20,0.3254459407049709,0.2937553101104503,0.3871497590184765,0.9983007646559049,0.10582564570943076,6.992353440951573e-06
top,40,1,2,0.09532838616066082,0.40537275655775423,0.054587747033462045,0.6367924528301887,0.5581238754026691,1.1361711919005984e-05
top,40,1,3,0.1295651110601093,0.3913943856419696,0.07880269709110337,0.7589737689829729,0.5581238754026691,7.999079613437644e-06
top,40,1,4,0.15938223444277583,0.38259318913943857,0.10258978991738431,0.8343304187758859,0.5581238754026691,6.967326277036354e-06
top,40,1,5,0.1843880548044593,0.37358490566037744,0.12521070278604618,0.8844914864242982,0.5581238754026691,6.580994017487345e-06
top,40,1,6,0.20622603145849627,0.36608375517717434,0.14732360007737616,0.9191210308329498,0.5581238754026691,6.427634606534744e-06
top,40,1,7,0.22392130815754682,0.3578167115902965,0.16777068160724615,0.9400598251265532,0.5581238754026691,6.28739070409572e-06
top,40,1,8,0.2392967070356478,0.35049881664584837,0.18756524732105453,0.9576622181316152,0.5581238754026691,6.207547169811319e-06
top,40,1,9,0.25171219438106657,0.34269790137254474,0.20594421835952587,0.9674413253566498,0.5581238754026691,6.153589507593189e-06
top,40,1,10,0.2620080273508106,0.3349423662700239,0.22331115506622626,0.97583985273815,0.5581238754026691,6.13173032673723e-06
top,40,1,11,0.2714216869924921,0.3282831603126126,0.24067929124942772,0.9814772204325817,0.5581238754026691,6.093074091118269e-06
top,40,1,12,0.27929979011774086,0.32192848377270833,0.2571646542220793,0.9846985734008283,0.5581238754026691,6.685227795674182e-06
top,40,1,13,0.28598586166073,0.31562590079041986,0.2731334958851735,0.9889553612517257,0.5581238754026691,6.0745513115508504e-06
top,40,1,14,0.2920822307993127,0.3101990335941095,0.28886807576683154,0.9917165209387943,0.5581238754026691,6.058214450069028e-06
top,40,1,15,0.2977183002719332,0.3054420594745031,0.3045105303716007,0.9937873907040957,0.5581238754026691,6.057409111826967e-06
top,40,1,16,0.302920536772828,0.30106399151929525,0.3201785505134624,0.9952830188679245,0.5581238754026691,6.0587896916705014e-06
top,40,1,17,0.3072896852394253,0.29679493748719,0.3351681289040967,0.9971237919926369,0.5581238754026691,6.047284859641049e-06
top,40,1,18,0.31093509498151717,0.2925847705242551,0.3496212666072065,0.9973538886332259,0.5581238754026691,6.028186838472158e-06
top,40,1,19,0.31388533741276464,0.2883575857499247,0.36348926064153647,0.9981592268752876,0.5581238754026691,6.018982972848596e-06
top,40,1,20,0.3160258249321923,0.28397787785155476,0.37654274391281006,0.9986194201564658,0.5581238754026691,6.695121951219511e-06
top,40,2,2,0.09297691043989754,0.4004345012480355,0.05311357287385812,0.6328002218729777,0.5859745423869834,1.1014421743551816e-05
top,40,2,3,0.1278920984225847,0.3907429663184494,0.07753347209515313,0.7580660072108718,0.5859745423869834,7.747896829065359e-06
top,40,2,4,0.15760112565808512,0.3823379865027272,0.10103670526130608,0.8407136914116669,0.5859745423869834,6.793473236572062e-06
